employee_id,gender,team,financial_q,role_seniority,leadership_for_level,productivity,salary
24388,Man,Design,2019 Q1,Junior I,Exceeds expectations,77,"$34,400"
24388,Man,Design,2018 Q4,Entry-level,Appropriate for level,85,"$29,400"
24388,Man,Design,2018 Q3,Entry-level,Appropriate for level,64,"$29,400"
24388,Man,Design,2018 Q2,Entry-level,Appropriate for level,65,"$29,400"
24387,Man,Design,2020 Q4,Junior II,Appropriate for level,51,"$36,300"
24387,Man,Design,2020 Q3,Junior II,Appropriate for level,51,"$36,300"
24387,Man,Design,2020 Q2,Junior II,Appropriate for level,50,"$36,300"
24387,Man,Design,2020 Q1,Junior I,Appropriate for level,67,"$34,300"
24387,Man,Design,2019 Q4,Junior I,Appropriate for level,47,"$34,300"
24387,Man,Design,2019 Q3,Junior I,Appropriate for level,47,"$34,300"
24387,Man,Design,2019 Q2,Entry-level,Exceeds expectations,83,"$29,300"
24387,Man,Design,2019 Q1,Entry-level,Appropriate for level,63,"$29,300"
24387,Man,Design,2018 Q4,Entry-level,Appropriate for level,61,"$29,300"
24387,Man,Design,2018 Q3,Entry-level,Appropriate for level,62,"$29,300"
24387,Man,Design,2018 Q2,Entry-level,Appropriate for level,60,"$29,300"
24387,Man,Design,2018 Q1,Entry-level,Appropriate for level,61,"$29,300"
24387,Man,Design,2017 Q4,Entry-level,Appropriate for level,61,"$29,300"
24387,Man,Design,2017 Q3,Entry-level,Appropriate for level,60,"$29,300"
24386,Man,Design,2020 Q4,Senior I,Appropriate for level,59,"$44,800"
24386,Man,Design,2020 Q3,Senior I,Appropriate for level,58,"$44,800"
24386,Man,Design,2020 Q2,Senior I,Appropriate for level,58,"$44,800"
24386,Man,Design,2020 Q1,Senior I,Appropriate for level,57,"$44,800"
24386,Man,Design,2019 Q4,Senior I,Appropriate for level,58,"$44,800"
24386,Man,Design,2019 Q3,Senior I,Appropriate for level,57,"$44,800"
24386,Man,Design,2019 Q2,Senior I,Appropriate for level,56,"$44,800"
24386,Man,Design,2019 Q1,Junior II,Exceeds expectations,95,"$39,800"
24386,Man,Design,2018 Q4,Junior II,Appropriate for level,75,"$39,800"
24386,Man,Design,2018 Q3,Junior II,Appropriate for level,76,"$39,800"
24386,Man,Design,2018 Q2,Junior II,Appropriate for level,74,"$39,800"
24386,Man,Design,2018 Q1,Junior II,Appropriate for level,73,"$39,800"
24386,Man,Design,2017 Q4,Junior II,Exceeds expectations,72,"$39,800"
24386,Man,Design,2017 Q3,Junior II,Appropriate for level,72,"$39,800"
24386,Man,Design,2017 Q2,Junior I,Appropriate for level,46,"$37,800"
24386,Man,Design,2017 Q1,Junior I,Appropriate for level,27,"$37,800"
24386,Man,Design,2016 Q4,Junior I,Appropriate for level,25,"$37,800"
24386,Man,Design,2016 Q3,Junior I,Appropriate for level,25,"$37,800"
24385,Man,Design,2020 Q4,Senior I,Appropriate for level,31,"$43,200"
24384,Man,Design,2020 Q4,Senior II,Appropriate for level,45,"$53,300"
24384,Man,Design,2020 Q3,Senior II,Appropriate for level,46,"$53,300"
24384,Man,Design,2020 Q2,Senior II,Appropriate for level,46,"$53,300"
24384,Man,Design,2020 Q1,Senior II,Appropriate for level,46,"$53,300"
24384,Man,Design,2019 Q4,Senior II,Appropriate for level,46,"$53,300"
24384,Man,Design,2019 Q3,Senior II,Appropriate for level,46,"$53,300"
24384,Man,Design,2019 Q2,Senior II,Appropriate for level,45,"$53,300"
24384,Man,Design,2019 Q1,Senior II,Appropriate for level,45,"$53,300"
24384,Man,Design,2018 Q4,Senior II,Appropriate for level,43,"$53,300"
24384,Man,Design,2018 Q3,Senior II,Appropriate for level,43,"$53,300"
24384,Man,Design,2018 Q2,Senior II,Appropriate for level,44,"$53,300"
24384,Man,Design,2018 Q1,Senior II,Appropriate for level,43,"$53,300"
24384,Man,Design,2017 Q4,Senior I,Appropriate for level,56,"$48,300"
24384,Man,Design,2017 Q3,Senior I,Appropriate for level,36,"$48,300"
24384,Man,Design,2017 Q2,Junior II,Appropriate for level,59,"$43,300"
24384,Man,Design,2017 Q1,Junior II,Appropriate for level,41,"$43,300"
24384,Man,Design,2016 Q4,Junior II,Appropriate for level,40,"$43,300"
24384,Man,Design,2016 Q3,Junior II,Appropriate for level,39,"$43,300"
24384,Man,Design,2016 Q2,Junior II,Appropriate for level,39,"$43,300"
24384,Man,Design,2016 Q1,Junior II,Appropriate for level,38,"$43,300"
24384,Man,Design,2015 Q4,Junior II,Appropriate for level,38,"$43,300"
24384,Man,Design,2015 Q3,Junior II,Appropriate for level,39,"$43,300"
24383,Woman,Design,2020 Q4,Senior II,Appropriate for level,45,"$48,800"
24383,Woman,Design,2020 Q3,Senior II,Appropriate for level,47,"$48,800"
24383,Woman,Design,2020 Q2,Senior II,Appropriate for level,44,"$48,800"
24383,Woman,Design,2020 Q1,Senior II,Appropriate for level,45,"$48,800"
24383,Woman,Design,2019 Q4,Senior II,Appropriate for level,44,"$48,800"
24383,Woman,Design,2019 Q3,Senior II,Needs improvement,44,"$48,800"
24383,Woman,Design,2019 Q2,Senior I,Appropriate for level,60,"$43,800"
24383,Woman,Design,2019 Q1,Senior I,Needs improvement,40,"$43,800"
24383,Woman,Design,2018 Q4,Senior I,Appropriate for level,40,"$43,800"
24383,Woman,Design,2018 Q3,Senior I,Appropriate for level,40,"$43,800"
24383,Woman,Design,2018 Q2,Senior I,Appropriate for level,40,"$43,800"
24383,Woman,Design,2018 Q1,Senior I,Appropriate for level,38,"$43,800"
24383,Woman,Design,2017 Q4,Senior I,Appropriate for level,38,"$43,800"
24383,Woman,Design,2017 Q3,Senior I,Appropriate for level,38,"$43,800"
24382,Woman,Design,2020 Q4,Senior III,Appropriate for level,55,"$50,100"
24382,Woman,Design,2020 Q3,Senior III,Appropriate for level,55,"$50,100"
24382,Woman,Design,2020 Q2,Senior III,Appropriate for level,55,"$50,100"
24382,Woman,Design,2020 Q1,Senior III,Appropriate for level,54,"$50,100"
24382,Woman,Design,2019 Q4,Senior III,Appropriate for level,54,"$50,100"
24382,Woman,Design,2019 Q3,Senior III,Appropriate for level,54,"$50,100"
24382,Woman,Design,2019 Q2,Senior III,Appropriate for level,54,"$50,100"
24382,Woman,Design,2019 Q1,Senior III,Appropriate for level,53,"$50,100"
24382,Woman,Design,2018 Q4,Senior III,Appropriate for level,52,"$50,100"
24382,Woman,Design,2018 Q3,Senior III,Appropriate for level,53,"$50,100"
24382,Woman,Design,2018 Q2,Senior III,Appropriate for level,52,"$50,100"
24382,Woman,Design,2018 Q1,Senior III,Appropriate for level,51,"$50,100"
24382,Woman,Design,2017 Q4,Senior III,Appropriate for level,51,"$50,100"
24382,Woman,Design,2017 Q3,Senior III,Appropriate for level,50,"$50,100"
24382,Woman,Design,2017 Q2,Senior III,Appropriate for level,50,"$50,100"
24382,Woman,Design,2017 Q1,Senior III,Appropriate for level,50,"$50,100"
24382,Woman,Design,2016 Q4,Senior III,Appropriate for level,50,"$50,100"
24382,Woman,Design,2016 Q3,Senior III,Appropriate for level,49,"$50,100"
24382,Woman,Design,2016 Q2,Senior III,Appropriate for level,48,"$50,100"
24382,Woman,Design,2016 Q1,Senior III,Appropriate for level,48,"$50,100"
24382,Woman,Design,2015 Q4,Senior II,Appropriate for level,56,"$45,100"
24382,Woman,Design,2015 Q3,Senior II,Appropriate for level,36,"$45,100"
24382,Woman,Design,2015 Q2,Senior II,Appropriate for level,36,"$45,100"
24382,Woman,Design,2015 Q1,Senior II,Appropriate for level,36,"$45,100"
24382,Woman,Design,2014 Q4,Senior I,Appropriate for level,38,"$40,100"
24381,Man,Design,2020 Q4,Manager,Appropriate for level,42,"$76,100"
24381,Man,Design,2020 Q3,Manager,Appropriate for level,42,"$76,100"
24381,Man,Design,2020 Q2,Manager,Appropriate for level,43,"$76,100"
24381,Man,Design,2020 Q1,Manager,Appropriate for level,41,"$76,100"
24381,Man,Design,2019 Q4,Manager,Appropriate for level,41,"$76,100"
24381,Man,Design,2019 Q3,Manager,Appropriate for level,41,"$76,100"
24381,Man,Design,2019 Q2,Manager,Appropriate for level,39,"$76,100"
24381,Man,Design,2019 Q1,Manager,Appropriate for level,39,"$76,100"
24381,Man,Design,2018 Q4,Manager,Appropriate for level,39,"$76,100"
24381,Man,Design,2018 Q3,Manager,Appropriate for level,39,"$76,100"
24381,Man,Design,2018 Q2,Manager,Appropriate for level,39,"$76,100"
24381,Man,Design,2018 Q1,Manager,Appropriate for level,39,"$76,100"
24381,Man,Design,2017 Q4,Manager,Appropriate for level,37,"$76,100"
24381,Man,Design,2017 Q3,Manager,Appropriate for level,36,"$76,100"
24381,Man,Design,2017 Q2,Manager,Appropriate for level,37,"$76,100"
24381,Man,Design,2017 Q1,Manager,Appropriate for level,38,"$76,100"
24381,Man,Design,2016 Q4,Senior III,Exceeds expectations,84,"$58,100"
24381,Man,Design,2016 Q3,Senior III,Appropriate for level,61,"$58,100"
24380,Man,Design,2020 Q4,Manager,Appropriate for level,59,"$71,300"
24380,Man,Design,2020 Q3,Manager,Appropriate for level,60,"$71,300"
24380,Man,Design,2020 Q2,Manager,Appropriate for level,59,"$71,300"
24380,Man,Design,2020 Q1,Manager,Appropriate for level,60,"$71,300"
24380,Man,Design,2019 Q4,Manager,Appropriate for level,58,"$71,300"
24380,Man,Design,2019 Q3,Manager,Appropriate for level,59,"$71,300"
24380,Man,Design,2019 Q2,Manager,Appropriate for level,58,"$71,300"
24380,Man,Design,2019 Q1,Manager,Appropriate for level,58,"$71,300"
24380,Man,Design,2018 Q4,Manager,Appropriate for level,58,"$71,300"
24380,Man,Design,2018 Q3,Manager,Appropriate for level,56,"$71,300"
24380,Man,Design,2018 Q2,Manager,Appropriate for level,57,"$71,300"
24380,Man,Design,2018 Q1,Senior III,Appropriate for level,65,"$53,300"
24380,Man,Design,2017 Q4,Senior III,Appropriate for level,44,"$53,300"
24380,Man,Design,2017 Q3,Senior III,Appropriate for level,45,"$53,300"
24380,Man,Design,2017 Q2,Senior II,Exceeds expectations,68,"$48,300"
24380,Man,Design,2017 Q1,Senior II,Appropriate for level,46,"$48,300"
24380,Man,Design,2016 Q4,Senior I,Appropriate for level,49,"$43,300"
24380,Man,Design,2016 Q3,Senior I,Appropriate for level,31,"$43,300"
24380,Man,Design,2016 Q2,Senior I,Appropriate for level,29,"$43,300"
24380,Man,Design,2016 Q1,Senior I,Appropriate for level,29,"$43,300"
24380,Man,Design,2015 Q4,Senior I,Appropriate for level,30,"$43,300"
24380,Man,Design,2015 Q3,Senior I,Appropriate for level,29,"$43,300"
24380,Man,Design,2015 Q2,Senior I,Appropriate for level,29,"$43,300"
24379,Man,Design,2020 Q4,Manager,Appropriate for level,78,"$69,000"
24379,Man,Design,2020 Q3,Manager,Appropriate for level,78,"$69,000"
24379,Man,Design,2020 Q2,Manager,Appropriate for level,77,"$69,000"
24379,Man,Design,2020 Q1,Manager,Exceeds expectations,78,"$69,000"
24379,Man,Design,2019 Q4,Senior III,Appropriate for level,65,"$51,000"
24379,Man,Design,2019 Q3,Senior III,Appropriate for level,46,"$51,000"
24379,Man,Design,2019 Q2,Senior III,Appropriate for level,45,"$51,000"
24379,Man,Design,2019 Q1,Senior III,Appropriate for level,45,"$51,000"
24379,Man,Design,2018 Q4,Senior III,Appropriate for level,45,"$51,000"
24379,Man,Design,2018 Q3,Senior III,Appropriate for level,43,"$51,000"
24379,Man,Design,2018 Q2,Senior III,Appropriate for level,43,"$51,000"
24379,Man,Design,2018 Q1,Senior III,Appropriate for level,45,"$51,000"
24379,Man,Design,2017 Q4,Senior III,Appropriate for level,43,"$51,000"
24379,Man,Design,2017 Q3,Senior III,Appropriate for level,42,"$51,000"
24379,Man,Design,2017 Q2,Senior III,Appropriate for level,42,"$51,000"
24379,Man,Design,2017 Q1,Senior III,Appropriate for level,43,"$51,000"
24379,Man,Design,2016 Q4,Senior II,Exceeds expectations,97,"$46,000"
24379,Man,Design,2016 Q3,Senior II,Appropriate for level,77,"$46,000"
24379,Man,Design,2016 Q2,Senior II,Appropriate for level,76,"$46,000"
24379,Man,Design,2016 Q1,Senior II,Exceeds expectations,76,"$46,000"
24379,Man,Design,2015 Q4,Senior I,Appropriate for level,30,"$41,000"
24379,Man,Design,2015 Q3,Senior I,Appropriate for level,10,"$41,000"
24378,Man,Design,2020 Q4,Director,Appropriate for level,65,"$120,300"
24378,Man,Design,2020 Q3,Director,Appropriate for level,63,"$120,300"
24378,Man,Design,2020 Q2,Director,Appropriate for level,63,"$120,300"
24378,Man,Design,2020 Q1,Director,Appropriate for level,63,"$120,300"
24378,Man,Design,2019 Q4,Director,Appropriate for level,62,"$120,300"
24378,Man,Design,2019 Q3,Director,Appropriate for level,63,"$120,300"
24378,Man,Design,2019 Q2,Director,Appropriate for level,61,"$120,300"
24378,Man,Design,2019 Q1,Director,Appropriate for level,61,"$120,300"
24378,Man,Design,2018 Q4,Director,Appropriate for level,61,"$120,300"
24378,Man,Design,2018 Q3,Manager,Exceeds expectations,84,"$70,300"
24378,Man,Design,2018 Q2,Manager,Appropriate for level,64,"$70,300"
24378,Man,Design,2018 Q1,Manager,Appropriate for level,64,"$70,300"
24377,Man,Design,2020 Q4,Vice president,Appropriate for level,45,"$154,100"
24377,Man,Design,2020 Q3,Vice president,Appropriate for level,44,"$154,100"
24377,Man,Design,2020 Q2,Vice president,Appropriate for level,44,"$154,100"
24377,Man,Design,2020 Q1,Vice president,Appropriate for level,44,"$154,100"
24377,Man,Design,2019 Q4,Vice president,Appropriate for level,44,"$154,100"
24377,Man,Design,2019 Q3,Director,Appropriate for level,58,"$124,100"
24377,Man,Design,2019 Q2,Director,Appropriate for level,39,"$124,100"
24377,Man,Design,2019 Q1,Director,Appropriate for level,39,"$124,100"
24377,Man,Design,2018 Q4,Director,Appropriate for level,38,"$124,100"
24377,Man,Design,2018 Q3,Director,Appropriate for level,38,"$124,100"
24377,Man,Design,2018 Q2,Director,Appropriate for level,36,"$124,100"
24377,Man,Design,2018 Q1,Director,Appropriate for level,36,"$124,100"
24377,Man,Design,2017 Q4,Manager,Exceeds expectations,72,"$74,100"
24377,Man,Design,2017 Q3,Manager,Appropriate for level,54,"$74,100"
24377,Man,Design,2017 Q2,Manager,Appropriate for level,54,"$74,100"
24377,Man,Design,2017 Q1,Senior III,Appropriate for level,62,"$56,100"
24377,Man,Design,2016 Q4,Senior III,Appropriate for level,42,"$56,100"
24377,Man,Design,2016 Q3,Senior III,Appropriate for level,43,"$56,100"
24377,Man,Design,2016 Q2,Senior III,Appropriate for level,42,"$56,100"
24377,Man,Design,2016 Q1,Senior II,Appropriate for level,54,"$51,100"
24377,Man,Design,2015 Q4,Senior II,Appropriate for level,33,"$51,100"
24376,Man,Legal and financial,2020 Q4,Entry-level,Appropriate for level,19,"$33,200"
24376,Man,Legal and financial,2020 Q3,Entry-level,Appropriate for level,19,"$33,200"
24375,Woman,Legal and financial,2020 Q4,Entry-level,Appropriate for level,37,"$26,100"
24374,Man,Legal and financial,2020 Q4,Entry-level,Appropriate for level,36,"$34,500"
24373,Woman,Legal and financial,2020 Q4,Entry-level,Appropriate for level,20,"$29,600"
24373,Woman,Legal and financial,2020 Q3,Entry-level,Needs improvement,19,"$29,600"
24373,Woman,Legal and financial,2020 Q2,Entry-level,Appropriate for level,17,"$29,600"
24373,Woman,Legal and financial,2020 Q1,Entry-level,Appropriate for level,18,"$29,600"
24372,Woman,Legal and financial,2020 Q4,Entry-level,Appropriate for level,13,"$27,100"
24372,Woman,Legal and financial,2020 Q3,Entry-level,Needs improvement,12,"$27,100"
24372,Woman,Legal and financial,2020 Q2,Entry-level,Needs improvement,12,"$27,100"
24372,Woman,Legal and financial,2020 Q1,Entry-level,Needs improvement,10,"$27,100"
24371,Woman,Legal and financial,2020 Q4,Entry-level,Appropriate for level,64,"$28,300"
24371,Woman,Legal and financial,2020 Q3,Entry-level,Appropriate for level,65,"$28,300"
24370,Man,Legal and financial,2020 Q4,Entry-level,Appropriate for level,75,"$36,700"
24370,Man,Legal and financial,2020 Q3,Entry-level,Appropriate for level,75,"$36,700"
24370,Man,Legal and financial,2020 Q2,Entry-level,Appropriate for level,73,"$36,700"
24370,Man,Legal and financial,2020 Q1,Entry-level,Appropriate for level,76,"$36,700"
24370,Man,Legal and financial,2019 Q4,Entry-level,Appropriate for level,73,"$36,700"
24370,Man,Legal and financial,2019 Q3,Entry-level,Appropriate for level,73,"$36,700"
24369,Man,Legal and financial,2020 Q4,Entry-level,Appropriate for level,51,"$31,300"
24369,Man,Legal and financial,2020 Q3,Entry-level,Appropriate for level,52,"$31,300"
24369,Man,Legal and financial,2020 Q2,Entry-level,Appropriate for level,52,"$31,300"
24369,Man,Legal and financial,2020 Q1,Entry-level,Appropriate for level,51,"$31,300"
24369,Man,Legal and financial,2019 Q4,Entry-level,Appropriate for level,51,"$31,300"
24369,Man,Legal and financial,2019 Q3,Entry-level,Appropriate for level,49,"$31,300"
24368,Man,Legal and financial,2020 Q4,Entry-level,Appropriate for level,59,"$34,100"
24367,Woman,Legal and financial,2020 Q4,Entry-level,Appropriate for level,66,"$27,900"
24367,Woman,Legal and financial,2020 Q3,Entry-level,Appropriate for level,66,"$27,900"
24367,Woman,Legal and financial,2020 Q2,Entry-level,Appropriate for level,65,"$27,900"
24367,Woman,Legal and financial,2020 Q1,Entry-level,Appropriate for level,65,"$27,900"
24366,Woman,Legal and financial,2020 Q4,Junior I,Appropriate for level,67,"$32,000"
24366,Woman,Legal and financial,2020 Q3,Junior I,Appropriate for level,67,"$32,000"
24366,Woman,Legal and financial,2020 Q2,Junior I,Appropriate for level,67,"$32,000"
24366,Woman,Legal and financial,2020 Q1,Junior I,Appropriate for level,66,"$32,000"
24366,Woman,Legal and financial,2019 Q4,Junior I,Appropriate for level,66,"$32,000"
24366,Woman,Legal and financial,2019 Q3,Junior I,Appropriate for level,65,"$32,000"
24366,Woman,Legal and financial,2019 Q2,Entry-level,Appropriate for level,66,"$25,000"
24366,Woman,Legal and financial,2019 Q1,Entry-level,Appropriate for level,47,"$25,000"
24366,Woman,Legal and financial,2018 Q4,Entry-level,Appropriate for level,45,"$25,000"
24365,Man,Legal and financial,2020 Q4,Junior I,Appropriate for level,49,"$38,500"
24365,Man,Legal and financial,2020 Q3,Junior I,Appropriate for level,52,"$38,500"
24365,Man,Legal and financial,2020 Q2,Junior I,Appropriate for level,49,"$38,500"
24365,Man,Legal and financial,2020 Q1,Entry-level,Exceeds expectations,84,"$31,500"
24365,Man,Legal and financial,2019 Q4,Entry-level,Appropriate for level,65,"$31,500"
24365,Man,Legal and financial,2019 Q3,Entry-level,Appropriate for level,64,"$31,500"
24365,Man,Legal and financial,2019 Q2,Entry-level,Appropriate for level,64,"$31,500"
24365,Man,Legal and financial,2019 Q1,Entry-level,Appropriate for level,63,"$31,500"
24365,Man,Legal and financial,2018 Q4,Entry-level,Appropriate for level,62,"$31,500"
24364,Man,Legal and financial,2020 Q4,Junior I,Appropriate for level,56,"$39,800"
24364,Man,Legal and financial,2020 Q3,Junior I,Appropriate for level,56,"$39,800"
24364,Man,Legal and financial,2020 Q2,Junior I,Appropriate for level,55,"$39,800"
24364,Man,Legal and financial,2020 Q1,Junior I,Appropriate for level,55,"$39,800"
24364,Man,Legal and financial,2019 Q4,Junior I,Appropriate for level,55,"$39,800"
24364,Man,Legal and financial,2019 Q3,Junior I,Appropriate for level,54,"$39,800"
24364,Man,Legal and financial,2019 Q2,Junior I,Appropriate for level,55,"$39,800"
24364,Man,Legal and financial,2019 Q1,Entry-level,Exceeds expectations,63,"$32,800"
24364,Man,Legal and financial,2018 Q4,Entry-level,Appropriate for level,42,"$32,800"
24363,Man,Legal and financial,2020 Q4,Junior I,Appropriate for level,67,"$42,800"
24363,Man,Legal and financial,2020 Q3,Junior I,Appropriate for level,66,"$42,800"
24363,Man,Legal and financial,2020 Q2,Junior I,Appropriate for level,65,"$42,800"
24363,Man,Legal and financial,2020 Q1,Junior I,Appropriate for level,66,"$42,800"
24362,Prefer not to say,Legal and financial,2020 Q4,Junior II,Appropriate for level,48,"$38,600"
24362,Prefer not to say,Legal and financial,2020 Q3,Junior II,Appropriate for level,47,"$38,600"
24362,Prefer not to say,Legal and financial,2020 Q2,Junior II,Appropriate for level,47,"$38,600"
24362,Prefer not to say,Legal and financial,2020 Q1,Junior II,Appropriate for level,48,"$38,600"
24362,Prefer not to say,Legal and financial,2019 Q4,Junior II,Appropriate for level,45,"$38,600"
24362,Prefer not to say,Legal and financial,2019 Q3,Junior I,Appropriate for level,78,"$35,800"
24362,Prefer not to say,Legal and financial,2019 Q2,Junior I,Appropriate for level,60,"$35,800"
24362,Prefer not to say,Legal and financial,2019 Q1,Junior I,Appropriate for level,56,"$35,800"
24362,Prefer not to say,Legal and financial,2018 Q4,Junior I,Appropriate for level,58,"$35,800"
24362,Prefer not to say,Legal and financial,2018 Q3,Junior I,Appropriate for level,55,"$35,800"
24362,Prefer not to say,Legal and financial,2018 Q2,Entry-level,Appropriate for level,75,"$28,800"
24361,Woman,Legal and financial,2020 Q4,Junior II,Appropriate for level,46,"$42,800"
24361,Woman,Legal and financial,2020 Q3,Junior II,Needs improvement,47,"$42,800"
24361,Woman,Legal and financial,2020 Q2,Junior II,Appropriate for level,46,"$42,800"
24361,Woman,Legal and financial,2020 Q1,Junior II,Appropriate for level,45,"$42,800"
24361,Woman,Legal and financial,2019 Q4,Junior II,Appropriate for level,46,"$42,800"
24361,Woman,Legal and financial,2019 Q3,Junior II,Appropriate for level,44,"$42,800"
24361,Woman,Legal and financial,2019 Q2,Junior II,Appropriate for level,43,"$42,800"
24361,Woman,Legal and financial,2019 Q1,Junior II,Appropriate for level,45,"$42,800"
24361,Woman,Legal and financial,2018 Q4,Junior II,Appropriate for level,44,"$42,800"
24361,Woman,Legal and financial,2018 Q3,Junior II,Appropriate for level,43,"$42,800"
24361,Woman,Legal and financial,2018 Q2,Junior II,Appropriate for level,43,"$42,800"
24361,Woman,Legal and financial,2018 Q1,Junior I,Appropriate for level,68,"$40,000"
24361,Woman,Legal and financial,2017 Q4,Junior I,Appropriate for level,49,"$40,000"
24361,Woman,Legal and financial,2017 Q3,Entry-level,Appropriate for level,65,"$33,000"
24360,Man,Legal and financial,2020 Q4,Junior II,Exceeds expectations,75,"$41,600"
24360,Man,Legal and financial,2020 Q3,Junior II,Appropriate for level,75,"$41,600"
24360,Man,Legal and financial,2020 Q2,Junior II,Appropriate for level,75,"$41,600"
24360,Man,Legal and financial,2020 Q1,Junior II,Appropriate for level,75,"$41,600"
24360,Man,Legal and financial,2019 Q4,Junior II,Exceeds expectations,74,"$41,600"
24360,Man,Legal and financial,2019 Q3,Junior II,Appropriate for level,75,"$41,600"
24360,Man,Legal and financial,2019 Q2,Junior II,Appropriate for level,75,"$41,600"
24360,Man,Legal and financial,2019 Q1,Junior II,Appropriate for level,74,"$41,600"
24360,Man,Legal and financial,2018 Q4,Junior II,Exceeds expectations,74,"$41,600"
24360,Man,Legal and financial,2018 Q3,Junior II,Exceeds expectations,73,"$41,600"
24360,Man,Legal and financial,2018 Q2,Junior II,Appropriate for level,73,"$41,600"
24360,Man,Legal and financial,2018 Q1,Junior II,Exceeds expectations,73,"$41,600"
24360,Man,Legal and financial,2017 Q4,Junior II,Appropriate for level,71,"$41,600"
24360,Man,Legal and financial,2017 Q3,Junior II,Appropriate for level,73,"$41,600"
24359,Man,Legal and financial,2020 Q4,Junior II,Appropriate for level,55,"$44,000"
24359,Man,Legal and financial,2020 Q3,Junior II,Appropriate for level,55,"$44,000"
24359,Man,Legal and financial,2020 Q2,Junior II,Appropriate for level,56,"$44,000"
24359,Man,Legal and financial,2020 Q1,Junior II,Appropriate for level,54,"$44,000"
24359,Man,Legal and financial,2019 Q4,Junior II,Appropriate for level,54,"$44,000"
24359,Man,Legal and financial,2019 Q3,Junior II,Appropriate for level,54,"$44,000"
24359,Man,Legal and financial,2019 Q2,Junior I,Exceeds expectations,74,"$41,200"
24359,Man,Legal and financial,2019 Q1,Junior I,Appropriate for level,56,"$41,200"
24359,Man,Legal and financial,2018 Q4,Junior I,Appropriate for level,54,"$41,200"
24359,Man,Legal and financial,2018 Q3,Junior I,Appropriate for level,53,"$41,200"
24359,Man,Legal and financial,2018 Q2,Junior I,Appropriate for level,54,"$41,200"
24359,Man,Legal and financial,2018 Q1,Junior I,Appropriate for level,53,"$41,200"
24359,Man,Legal and financial,2017 Q4,Junior I,Appropriate for level,51,"$41,200"
24359,Man,Legal and financial,2017 Q3,Junior I,Appropriate for level,53,"$41,200"
24358,Woman,Legal and financial,2020 Q4,Junior II,Appropriate for level,56,"$42,200"
24358,Woman,Legal and financial,2020 Q3,Junior II,Appropriate for level,56,"$42,200"
24358,Woman,Legal and financial,2020 Q2,Junior II,Appropriate for level,55,"$42,200"
24358,Woman,Legal and financial,2020 Q1,Junior II,Appropriate for level,56,"$42,200"
24358,Woman,Legal and financial,2019 Q4,Junior II,Appropriate for level,55,"$42,200"
24358,Woman,Legal and financial,2019 Q3,Junior II,Appropriate for level,55,"$42,200"
24358,Woman,Legal and financial,2019 Q2,Junior II,Appropriate for level,53,"$42,200"
24358,Woman,Legal and financial,2019 Q1,Junior II,Appropriate for level,52,"$42,200"
24358,Woman,Legal and financial,2018 Q4,Junior II,Appropriate for level,53,"$42,200"
24358,Woman,Legal and financial,2018 Q3,Junior II,Appropriate for level,53,"$42,200"
24358,Woman,Legal and financial,2018 Q2,Junior II,Appropriate for level,53,"$42,200"
24358,Woman,Legal and financial,2018 Q1,Junior II,Appropriate for level,51,"$42,200"
24358,Woman,Legal and financial,2017 Q4,Junior I,Appropriate for level,51,"$39,400"
24358,Woman,Legal and financial,2017 Q3,Junior I,Appropriate for level,32,"$39,400"
24358,Woman,Legal and financial,2017 Q2,Junior I,Appropriate for level,30,"$39,400"
24358,Woman,Legal and financial,2017 Q1,Junior I,Needs improvement,30,"$39,400"
24357,Prefer not to say,Legal and financial,2020 Q4,Senior I,Appropriate for level,34,"$48,200"
24357,Prefer not to say,Legal and financial,2020 Q3,Senior I,Appropriate for level,33,"$48,200"
24357,Prefer not to say,Legal and financial,2020 Q2,Senior I,Needs improvement,33,"$48,200"
24357,Prefer not to say,Legal and financial,2020 Q1,Senior I,Appropriate for level,35,"$48,200"
24357,Prefer not to say,Legal and financial,2019 Q4,Senior I,Appropriate for level,32,"$48,200"
24357,Prefer not to say,Legal and financial,2019 Q3,Senior I,Appropriate for level,33,"$48,200"
24357,Prefer not to say,Legal and financial,2019 Q2,Senior I,Appropriate for level,32,"$48,200"
24357,Prefer not to say,Legal and financial,2019 Q1,Senior I,Appropriate for level,31,"$48,200"
24357,Prefer not to say,Legal and financial,2018 Q4,Senior I,Appropriate for level,32,"$48,200"
24357,Prefer not to say,Legal and financial,2018 Q3,Senior I,Appropriate for level,30,"$48,200"
24357,Prefer not to say,Legal and financial,2018 Q2,Junior II,Appropriate for level,50,"$41,200"
24357,Prefer not to say,Legal and financial,2018 Q1,Junior II,Appropriate for level,31,"$41,200"
24357,Prefer not to say,Legal and financial,2017 Q4,Junior II,Appropriate for level,30,"$41,200"
24357,Prefer not to say,Legal and financial,2017 Q3,Junior II,Appropriate for level,30,"$41,200"
24357,Prefer not to say,Legal and financial,2017 Q2,Junior I,Appropriate for level,74,"$38,400"
24357,Prefer not to say,Legal and financial,2017 Q1,Junior I,Appropriate for level,53,"$38,400"
24357,Prefer not to say,Legal and financial,2016 Q4,Junior I,Appropriate for level,53,"$38,400"
24356,Man,Legal and financial,2020 Q4,Senior I,Appropriate for level,59,"$46,700"
24356,Man,Legal and financial,2020 Q3,Senior I,Appropriate for level,60,"$46,700"
24356,Man,Legal and financial,2020 Q2,Senior I,Appropriate for level,59,"$46,700"
